,Unnamed: 0,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes,dates
103,857,20230417121500,https://rock967online.com/ixp/102/p/better-have-car-insurance-when-around-wyomings-lunatic-bison/,1.48809523809524,TOURISM;TAX_FNCACT;TAX_FNCACT_TOURIST;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_3007_NATIONAL_PARKS;WB_1833_PROTECTED_AREAS_SYSTEMS;WB_1829_ECOSYSTEM_MANAGEMENT;WB_137_WATER;TAX_DISEASE;TAX_DISEASE_SUNBURN;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;GENERAL_HEALTH;MEDICAL;WB_1973_FINANCIAL_RISK_REDUCTION;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_337_INSURANCE;WB_1967_AGRICULTURAL_RISK_AND_SECURITY;WB_625_HEALTH_ECONOMICS_AND_FINANCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1287_HEALTH_INSURANCE;EPU_CATS_HEALTHCARE;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;TAX_WORLDMAMMALS_DEER;TAX_WORLDMAMMALS_BEAR;TAX_WORLDMAMMALS_ELK;,['instagram'],"TOURISM,TAX_DISEASE,GENERAL_HEALTH,MEDICAL",2023-04-17 12:15:00
104,879,20230417121500,https://www.winnipegfreepress.com/arts-and-life/2023/04/17/vision-of-survival,0.796311818943839,TAX_FNCACT;TAX_FNCACT_ELDER;TAX_ETHNICITY;TAX_ETHNICITY_CANADIAN;SELF_IDENTIFIED_HUMAN_RIGHTS;TAX_FNCACT_MAN;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;,['twitter inc'],"TAX_ETHNICITY,SELF_IDENTIFIED_HUMAN_RIGHTS,EDUCATION,MANMADE_DISASTER_IMPLIED",2023-04-17 12:15:00
105,883,20230417121500,https://www.wired.com/story/ai-generated-music-streaming-services-copyright/,0.0,EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_ARTIST;TAX_FNCACT_EXECUTIVE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_EXECUTIVE_VICE_PRESIDENT;UNGP_CRIME_VIOLENCE;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;EPU_CATS_REGULATION;MEDIA_MSM;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CATS;MEDIA_SOCIAL;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;PUBLIC_TRANSPORT;TAX_FNCACT_ARTISTS;TRIAL;TAX_FNCACT_ATTORNEY;TAX_WORLDMAMMALS_HUMAN;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_MUSICIAN;SOVEREIGNTY;EPU_POLICY_POLITICAL;,['google'],"GENERAL_GOVERNMENT,PUBLIC_TRANSPORT,TRIAL,SOVEREIGNTY",2023-04-17 12:15:00
106,899,20230417121500,https://www.hngnews.com/nation_world/now-available-in-audio-the-velocity-of-information-mental-health-in-trying-times/article_5db95857-9764-5efc-a854-b9253fe29493.html,3.7037037037037,TAX_FNCACT;TAX_FNCACT_ACTOR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_DISEASE;TAX_DISEASE_BURNOUT;EPU_UNCERTAINTY;GENERAL_GOVERNMENT;USPEC_POLITICS_GENERAL1;EPU_POLICY;EPU_POLICY_CONGRESS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_BAVARIAN;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES_CHINESE;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;SOC_INNOVATION;TAX_FNCACT_NOBLE;TAX_FNCACT_DISTRIBUTOR;TAX_FNCACT_AUTHOR;SCIENCE;TAX_FNCACT_RESEARCHER;TAX_FNCACT_PROFESSOR;TAX_FNCACT_PATHOLOGIST;WB_470_EDUCATION;GENERAL_HEALTH;MEDICAL;EPU_CATS_HEALTHCARE;SOC_POINTSOFINTEREST_SCHOOL;MEDIA_SOCIAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_MSM;,['google'],"TAX_DISEASE,GENERAL_GOVERNMENT,TAX_ETHNICITY,EDUCATION,SCIENCE,GENERAL_HEALTH,MEDICAL",2023-04-17 12:15:00
107,909,20230417121500,https://sputnikglobe.com/20230417/elon-musk-reveals-government-read-twitter-users-private-messages-1109587677.html,-4.21686746987952,GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;MEDIA_SOCIAL;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;TAX_FNCACT;TAX_FNCACT_PRESENTER;TAX_FNCACT_AGENTS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;SOC_USSECURITYAGENCIES;TAX_FNCACT_HUNTER;TAX_FNCACT_FATHER;ELECTION;TAX_FNCACT_MODERATORS;UNGP_FORESTS_RIVERS_OCEANS;,['twitter inc'],"GENERAL_GOVERNMENT,ELECTION",2023-04-17 12:15:00
108,912,20230417121500,https://www.floridastatesman.com/news/273754158/house-where-king-planned-alabama-marches-moving-to-michigan,-0.778642936596218,TAX_FNCACT;TAX_FNCACT_KING;SELF_IDENTIFIED_HUMAN_RIGHTS;UNGP_POLITICAL_FREEDOMS;TAX_FNCACT_LEADERS;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;MOVEMENT_GENERAL;MOVEMENT_SOCIAL;MOVEMENT_OTHER;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_DENTIST;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACIST;TAX_WORLDBIRDS;TAX_WORLDBIRDS_CROW;LEGISLATION;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ECON_PRICE;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_INDUSTRIALIST;EPU_POLICY;EPU_POLICY_LAW;PUBLIC_TRANSPORT;TAX_FNCACT_MAN;KILL;ASSASSINATION;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;EDUCATION;WB_470_EDUCATION;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ALABAMA;TAX_FNCACT_TROOPER;PROTEST;ELECTION;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;MARITIME;MEDIA_MSM;TAX_ETHNICITY_AMERICANS;TAX_FNCACT_HISTORIAN;TAX_FNCACT_CHILDREN;DEMOCRACY;,['ford motor co'],"SELF_IDENTIFIED_HUMAN_RIGHTS,TAX_ETHNICITY,MOVEMENT_GENERAL,MOVEMENT_SOCIAL,MOVEMENT_OTHER,DISCRIMINATION,LEGISLATION,PUBLIC_TRANSPORT,KILL,ASSASSINATION,EDUCATION,PROTEST,ELECTION,SECURITY_SERVICES,MARITIME,DEMOCRACY",2023-04-17 12:15:00
109,924,20230417121500,https://www.newsbtc.com/press-releases/tms-network-tmsn-presale-roars-with-1500-growth-in-first-month-tron-trx-and-solana-sol-also-experiencing-good-growth/,0.0,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;MANMADE_DISASTER_IMPLIED;TAX_ECON_PRICE;EPU_ECONOMY_HISTORIC;WB_698_TRADE;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2840_INTEGRATION;WB_2836_MIGRATION_POLICIES_AND_JOBS;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_DEFICIT;TAX_FNCACT;TAX_FNCACT_TRADERS;EDUCATION;WB_470_EDUCATION;WB_1467_EDUCATION_FOR_ALL;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;KILL;,['twitter inc'],"MANMADE_DISASTER_IMPLIED,EDUCATION,KILL",2023-04-17 12:15:00
110,927,20230417121500,https://www.theweek.in/news/entertainment/2023/04/17/no-smoke-without-fire-hombale-films-unveil-first-look-of-fahadh-faasils-dhoomam.html,5.13833992094862,TAX_FNCACT;TAX_FNCACT_OFFICIAL;MEDIA_SOCIAL;TAX_ETHNICITY;TAX_ETHNICITY_MALAYALAM;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MALAYALAM;,['twitter inc'],TAX_ETHNICITY,2023-04-17 12:15:00
111,956,20230417121500,https://www.cityam.com/ftse-100-live-rio-tinto-and-anglo-american-drive-london-gains-as-barclays-readies-lay-offs/,1.65289256198347,ECON_STOCKMARKET;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;ENV_MINING;TAX_ECON_PRICE;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1079_COMMODITIES_AND_RESOURCES;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;WB_698_TRADE;TAX_FNCACT;TAX_FNCACT_SCHOLAR;TAX_FNCACT_MANAGER;TAX_FNCACT_FUND_MANAGER;TAX_FNCACT_INVESTOR;CRISISLEX_C04_LOGISTICS_TRANSPORT;WB_1150_VOLATILITY;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;DISASTER_FIRE;CRISISLEX_T01_CAUTION_ADVICE;TAX_FNCACT_CHIEF;TAX_FNCACT_ANALYST;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;ECON_WORLDCURRENCIES_US_DOLLAR;ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATES;EPU_CATS_MONETARY_POLICY;,['barclays'],"ECON_STOCKMARKET,TAX_ETHNICITY,ENV_MINING,ECON_INTEREST_RATES",2023-04-17 12:15:00
112,961,20230417121500,https://itwire.com/guest-articles/company-news/equinix-announces-2022-global-and-regional-partner-award-winners.html,6.65873959571938,WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;EPU_ECONOMY_HISTORIC;SCIENCE;SOC_INNOVATION;CRISISLEX_C07_SAFETY;ALLIANCE;PROTEST;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_2299_PIPELINES;WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS;WB_507_ENERGY_AND_EXTRACTIVES;WB_548_PPP_IN_OIL_AND_GAS;TAX_FNCACT;TAX_FNCACT_BROKER;,"['microsoft corp', 'amazon web services', 'accenture plc']","SCIENCE,ALLIANCE,PROTEST",2023-04-17 12:15:00
113,962,20230417121500,https://www.pinkvilla.com/entertainment/hollywood/utterly-sickening-selena-gomezs-fans-slam-hailey-bieber-as-she-posted-pics-in-a-white-top-like-the-singer-1217037,2.29226361031519,TAX_FNCACT;TAX_FNCACT_SINGER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MANMADE_DISASTER_IMPLIED;TAX_RELIGION;TAX_RELIGION_WITCHCRAFT;TAX_FNCACT_QUEEN;,['instagram'],MANMADE_DISASTER_IMPLIED,2023-04-17 12:15:00
114,972,20230417121500,https://cimsec.org/page/777/,0.945626477541371,MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;TECH_VIRTUALREALITY;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2748_EMPLOYMENT;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;CRISISLEX_C07_SAFETY;MILITARY;RURAL;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;KILL;TAX_ECON_PRICE;,['google'],"MARITIME_INCIDENT,MARITIME,MANMADE_DISASTER_IMPLIED,MILITARY,KILL",2023-04-17 12:15:00
115,976,20230417121500,https://interfax.com/newsroom/top-stories/89674/,-0.687285223367698,TAX_ETHNICITY;TAX_ETHNICITY_UKRAINIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UKRAINIAN;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_DEPUTY;BAN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;AFFECT;TAX_FNCACT_INVESTOR;ECON_DEBT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_450_DEBT;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;LEGISLATION;EPU_POLICY_LAW;POLITICAL_TURMOIL;STATE_OF_EMERGENCY;TAX_FNCACT_CORRESPONDENT;WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES;WB_353_PAYMENT_SYSTEMS;WB_351_PAYMENT_AND_MARKET_INFRASTRUCTURE;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;,['national bank of arizona'],"TAX_ETHNICITY,BAN,ECON_DEBT,GENERAL_GOVERNMENT,LEGISLATION,POLITICAL_TURMOIL,STATE_OF_EMERGENCY",2023-04-17 12:15:00
116,982,20230417121500,https://www.pinkvilla.com/entertainment/news/vicky-kaushals-dapper-pics-will-chase-away-your-monday-blues-fans-react-its-hot-enough-already-1217043,5.59701492537313,TAX_FNCACT;TAX_FNCACT_ACTOR;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;CRISISLEX_O01_WEATHER;,['instagram'],TAX_ETHNICITY,2023-04-17 12:15:00
117,990,20230417121500,https://www.dailystar.co.uk/showbiz/liberty-poole-unveils-real-body-29730318,7.72946859903382,CRISISLEX_O01_WEATHER;TAX_FNCACT;TAX_FNCACT_BABY;PROTEST;STRIKE;NATURAL_DISASTER;NATURAL_DISASTER_ICE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MEDIA_MSM;CRISISLEX_T11_UPDATESSYMPATHY;,['instagram'],"PROTEST,STRIKE,NATURAL_DISASTER",2023-04-17 12:15:00
118,993,20230417121500,https://www.wdtimes.com/news/national/the-black-hollywood-education-resource-center-announces-30th-anniversary-of-sistas-are-doin-it-for/article_209cbd9b-f465-5400-aa8c-9a913ebd038e.html,4.48577680525164,TAX_ETHNICITY;TAX_ETHNICITY_BLACK;EDUCATION;TAX_FNCACT;TAX_FNCACT_DIRECTORS;,['facebook inc'],"TAX_ETHNICITY,EDUCATION",2023-04-17 12:15:00
119,997,20230417121500,https://www.dayton.com/what-to-know/neighbors-issue-with-frank-the-gargoyle-has-blown-up-into-charitable-internet-saga/JHG5VRMKSREJ7OYCUYQD76DEIM/,2.35457063711911,MEDIA_SOCIAL;TAX_FOODSTAPLES;TAX_FOODSTAPLES_BREAD;SOC_QUARANTINE;TAX_DISEASE;TAX_DISEASE_COVID-19;KILL;CRISISLEX_T11_UPDATESSYMPATHY;GENERAL_HEALTH;MEDICAL;TAX_FNCACT;TAX_FNCACT_NURSES;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;GEN_HOLIDAY;,['facebook inc'],"TAX_FOODSTAPLES,TAX_DISEASE,KILL,GENERAL_HEALTH,MEDICAL,HEALTH_PANDEMIC,GEN_HOLIDAY",2023-04-17 12:15:00
120,1009,20230417121500,https://www.msn.com/en-us/travel/news/nairobi-runway-closes-after-singapore-airlines-cargo-boeing-747-bird-strike/ar-AA19XkiX,-1.50943396226415,SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;CRISISLEX_C04_LOGISTICS_TRANSPORT;SOC_POINTSOFINTEREST_AIRPORTS;CLOSURE;MEDIA_SOCIAL;MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;WB_165_AIR_TRANSPORT;WB_164_MODES_OF_TRANSPORT;TRAFFIC;,['twitter inc'],"CLOSURE,MANMADE_DISASTER_IMPLIED,TRAFFIC",2023-04-17 12:15:00
121,1013,20230417121500,https://interfax.com/newsroom/top-stories/89670/,2.39520958083832,EPU_POLICY;EPU_POLICY_REGULATORY;SOC_INNOVATION;TAX_ETHNICITY;TAX_ETHNICITY_UKRAINIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UKRAINIAN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_REGULATOR;UNGP_FORESTS_RIVERS_OCEANS;USPEC_POLICY1;EPU_POLICY_REGULATION;EPU_CATS_REGULATION;TAX_FNCACT_DEPUTY;LEADER;TAX_FNCACT_GOVERNOR;LEGISLATION;EPU_POLICY_LAW;USPEC_POLITICS_GENERAL1;EPU_POLICY_LEGISLATION;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;BAN;,['national bank of arizona'],"TAX_ETHNICITY,LEGISLATION,BAN",2023-04-17 12:15:00
122,1023,20230417121500,http://www.msn.com/en-us/news/technology/meta-content-is-taking-over-the-internet/ar-AA19XCWS,-0.644405389572349,WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT;TAX_FNCACT_POSTMAN;CRISISLEX_CRISISLEXREC;MEDIA_MSM;CRISISLEX_C07_SAFETY;WB_1614_NUTRITIONAL_PROGRAMS;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1616_SUPPLEMENTARY;WB_1466_SOCIAL_ASSISTANCE;WB_697_SOCIAL_PROTECTION_AND_LABOR;MANMADE_DISASTER_IMPLIED;EDUCATION;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_PRINCE;TAX_DISEASE;TAX_DISEASE_BURNOUT;TRANSPARENCY;CRISISLEX_C04_LOGISTICS_TRANSPORT;EPU_CATS_MIGRATION_FEAR_FEAR;USPEC_POLITICS_GENERAL1;CRISISLEX_T11_UPDATESSYMPATHY;AFFECT;TAX_DISEASE_PREGNANCY;,['instagram'],"MANMADE_DISASTER_IMPLIED,EDUCATION,TAX_DISEASE,TRANSPARENCY",2023-04-17 12:15:00
123,1037,20230417121500,https://www.rttnews.com/story.aspx?Id=3356448,0.921658986175115,ECON_STOCKMARKET;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;WB_698_TRADE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_ADMIRAL;TAX_FNCACT;TAX_FNCACT_ADMIRAL;EPU_CATS_MONETARY_POLICY;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;,"['barclays', 'prudential financial inc']",ECON_STOCKMARKET,2023-04-17 12:15:00
124,1045,20230417121500,https://europe.autonews.com/shanghai-auto-show/xpeng-targets-manufacturing-costs-amid-price-war,1.0126582278481,TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;CRISISLEX_CRISISLEXREC;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_ECON_PRICE;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_CEO;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_YUAN;EPU_ECONOMY_HISTORIC;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;,['tesla inc'],"TAX_ETHNICITY,ARMEDCONFLICT",2023-04-17 12:15:00
125,1048,20230417121500,https://www.manchestereveningnews.co.uk/whats-on/shopping/deal-hunting-dad-shares-14-26713237,0.964066608238388,TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_HUNTER;TAX_ECON_PRICE;ECON_COST_OF_LIVING;CRISISLEX_CRISISLEXREC;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;SCIENCE;EPU_POLICY_BUDGET;EPU_CATS_MIGRATION_FEAR_FEAR;ECON_STOCKMARKET;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;TAX_FOODSTAPLES_POTATOES;TAX_FNCACT_BABY;TAX_FOODSTAPLES_CORN;TAX_FNCACT_CHILDREN;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;WB_2938_TIN;TAX_WORLDFISH;TAX_WORLDFISH_FISH;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;,['instagram'],"ECON_COST_OF_LIVING,SCIENCE,ECON_STOCKMARKET,TAX_FOODSTAPLES,EDUCATION",2023-04-17 12:15:00
126,1056,20230417121500,https://www.nugget.ca:443/news/local-news/snowmobile-club-happy-with-season,0.641025641025641,TAX_FNCACT;TAX_FNCACT_AUTHOR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEAR;TAX_WORLDMAMMALS_POLAR_BEAR;CRISISLEX_CRISISLEXREC;TOURISM;TAX_FNCACT_TOURISTS;TAX_FNCACT_GROOMER;BULLYING;EPU_ECONOMY_HISTORIC;WB_825_TOURISM;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;TAX_FNCACT_VOLUNTEERS;NATURAL_DISASTER;NATURAL_DISASTER_FLOODING;CRISISLEX_C06_WATER_SANITATION;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_T11_UPDATESSYMPATHY;MARITIME;MEDIA_SOCIAL;,['facebook inc'],"TOURISM,BULLYING,NATURAL_DISASTER,MARITIME",2023-04-17 12:15:00
127,1057,20230417121500,https://www.winnipegfreepress.com/business/2023/04/17/algonquin-power-utilities-terminates-deal-to-buy-kentucky-power,0.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ALGONQUIN;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;ECON_ELECTRICALGENERATION;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_DIRECTORS;DELAY;UNGP_FORESTS_RIVERS_OCEANS;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_406_COMPETITION_POLICY;WB_2106_MARKET_COMPETITION_ADVOCACY_AND_LIBERALIZATION;WB_1747_PRODUCT_MARKET_REGULATION_AND_COMPETITION_ADVOCACY;TAX_ETHNICITY_CANADIAN;,['american electric power company inc'],"TAX_ETHNICITY,DELAY",2023-04-17 12:15:00
128,1060,20230417121500,https://www.erienewsnow.com/story/48729396/what-we-know-about-the-victims-of-the-sweet-16-birthday-party-shooting-in-alabama,-1.06761565836299,EDUCATION;,['discovery inc'],EDUCATION,2023-04-17 12:15:00
129,1074,20230417121500,https://www.hulldailymail.co.uk/whats-on/family-kids/free-japanese-car-show-coming-8355969,5.0,TAX_ETHNICITY;TAX_ETHNICITY_JAPANESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_JAPANESE;MANMADE_DISASTER_IMPLIED;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_HERO;TAX_FNCACT_VOLUNTEERS;GEN_HOLIDAY;TAX_FNCACT_DRIVERS;TAX_ECON_PRICE;,['facebook inc'],"TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,GEN_HOLIDAY",2023-04-17 12:15:00
